 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	      	    	  	  	    Title",Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Description,Rated Power,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced,Commissioned,Constructed,Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance,Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
Rose Creek Pumped Storage,Pumped Hydro Storage,Pumped Hydro,Pumped Hydro Storage,Announced,"Federal Energy Regulatory Commission put out for notice a September 2013 application from Gridflex Energy LLC for a preliminary permit on a 250-MW pumped storage hydro project in Nevada. Under this permit, Gridflex Energy is proposing to study the feasibility of the Rose Creek Pumped Storage Project, to be located on the Rose Creek Reservoir near the town of Hawthorne in Mineral County, Nev. The sole purpose of a preliminary permit, if issued, is to grant the permit holder priority to file a license application during the permit term.  The proposed project would consist of an expansion of the existing Rose Creek Reservoir as the upper reservoir for this facility, and a new lower reservoir, joined by approximately 12,300 feet of conduit. The estimated annual generation of the Rose Creek Project would be 547.5 gigawatt-hours. The project would also consist of: a 100-foot-high by 1,720-foot-wide roller-compacted concrete or concrete-face rock-fill expansion of the existing Rose Creek Dam; a 40-foot-high by 4,100-foot-wide concrete-face rock-fill or earthen lower reservoir ring embankment; an expanded upper reservoir with a surface area of 35 acres; a lower reservoir with a surface area of 21 acres; a 2,200-foot-long, 9.6-foot-diameter concrete-lined low pressure headrace; a 9,600-foot-long, 9.6-foot-diameter concrete and steel-lined high pressure headrace; a 700-foot-long, 11.6-foot-diameter concrete-lined tailrace; a 200-foot-long by 60-foot-wide by 120-foot-high powerhouse; and a new, 20-mile-long, 230-kV transmission line connected to the 230-kV Dixie Valley Oxbow transmission line or a new, 15-mile-long, 230-kV transmission line connected to Sierra Pacific Power’s Thorne substation.",250000,38.4343464,-118.49,,"Electric Supply Capacity, Electric Supply Reserve Capacity - Non-Spinning, Electric Supply Reserve Capacity - Spinning, Frequency Regulation, ",Mineral County,Nevada,United States,DD.01.YYYY,,,,N/A,,,,,0,.,1000000000,0,,,DD.46.YYYY 20:46:07,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
White Pine Pumped Storage,Pumped Hydro Storage,Closed-loop Pumped Hydro,Closed-loop Pumped Hydro Storage,Announced,"White Pine County could be the home for a new water pumping underground turbine, according to a report by Gridflex Energy. The project will begin doing early engineering, geotechnical, environmental and market studies in 2014, with construction planned for 2017.  The turbine would be located just outside of Ely by Gonder substation and operate entirely on Bureau of Land Management land. Water from an upper basin would be pumped down to a new artificial basin below passing through the turbine to generate energy.",750000,37.927351,-114.45,,"Electric Supply Capacity, Electric Supply Reserve Capacity - Non-Spinning, Electric Supply Reserve Capacity - Spinning, Frequency Regulation, ",Ely County,Nevada,United States,DD.01.YYYY,,,,N/A,,,,,0,.,1000000000,0,,,DD.43.YYYY 20:43:06,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grossmont Union High School District ,Electro-chemical,Electro-chemical,Lithium-ion Battery,Announced,Green Charge Networks has announced California’s largest school energy storage project with Grossmont Union High School District in San Diego’s east county region. The 7.4 megawatt hour energy storage deployment will be installed in 14 sites in nine district locations and is expected to save the district more than $6.4 million in reduced utility costs over the life of the project. The Green Charge energy storage system and installation came at no cost to the district through Green Charge’s performance-based Power Efficiency Agreement™ (PEA) shared savings model.,1850,32.7783843,-116.99,,"Electric Bill Management, ",Grossmont,California,United States,DD.03.YYYY,,,,CAISO,,,,Green Charge Networks,0,Is expected to save the district more than $6.4 million in reduced utility costs over the life of the project,0,0,,,DD.04.YYYY 01:04:07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Queens College-CUNY PV System,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"The U.S. Department of Energy announced on Tuesday support for a three-year collaboration with the Electric Power Research Institute (EPRI) and the New York Power Authority (NYPA) that includes designing a solar+storage system at Queens College of the City University of New York (CUNY), under the SunShot Initiative’s ‘Sustainable And Holistic Integration Of Energy Storage And Solar PV’ (SHINES). The 50 to 60 kW PV system would ideally be built near the FitzGerald Gymnasium, which serves as a coastal storm shelter for the community.",60,40.7127837,-74.01,,"Electric Bill Management with Renewables, Resiliency, ",New York,New York,United States,DD.03.YYYY,,,,NYISO,,,,"Alstom Grid, Clean Power Research",0,N.A,0,0,Case Western Reserve University,,DD.08.YYYY 18:08:15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Deepwater Wind-New York ,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,Deepwater Wind is proposing to build a 90-MW offshore wind farm combined with 15 MW of storage capacity by General Electric (NYSE:GE) to serve the South Fork peninsula in New York state. They will use lithium-ion battery technology designed and installed by GE and will together store 15 MW of energy.,15000,41.0359353,-71.95,,"Renewables Capacity Firming, ",Montauk,New York,United States,DD.12.YYYY,DD.01.YYYY,,,NYISO,,,,Deepwater Wind,0,NA,0,0,,,DD.33.YYYY 22:33:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
San Vicente Pumped Storage,Pumped Hydro Storage,Closed-loop Pumped Hydro,Closed-loop Pumped Hydro Storage,Announced,"The San Vicente Pumped Storage Project would establish a small reservoir above the existing San Vicente Reservoir, and a tunnel system and underground powerhouse to connect the two reservoirs. The powerhouse would contain four 125 MW reversible pump-turbines capable of lifting water to the upper reservoir or generating power as it flows down. During peak energy demand, water would flow down to generate carbon-free power. During off-peak periods, including daytime when renewable wind and solar power supplies exceed demand, water would be pumped to the upper reservoir.This would be a closed loop, off-stream system in an upland area with no natural water body. The exchange of water between the two reservoirs would not consume water or interfere with existing water supply, water quality, fisheries, or recreational uses of the San Vicente Reservoir.",500000,35.5069662,-120.67,,"Grid-Connected Commercial (Reliability &amp; Quality), ",San Vicente,California,United States,DD.12.YYYY,,,,CAISO,,,,,0,N.A,0,0,,,DD.40.YYYY 17:40:31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sunvault Energy-Edison Power- Delaware Fire Station,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,Sunvault Energy and Edison Power Co. have agreed to develop a solar power plus large-scale energy storage project in Delaware. The total size of the project is 484 kW with both solar PV and 600 kW/300 kWh battery storage for three fire stations.,600,39.158168,-75.52,,"Electric Bill Management with Renewables, ",Dover,Delaware,United States,DD.02.YYYY,,,,PJM,,,,Edison Power Corporation,20,"The project will produce an EBITDA of approximately $250,000 per year.",0,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scituate Technical Assistance Project (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Scituate is looking to add energy resiliency to the town&#039;s new emergency management complex to be constrcuted on Chief Justice Cushing Highway. This facility will combine police and fire services, join emergency 911 dispatch response, and an emergency command center. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative",1,42,-71,,"Resiliency, Microgrid Capability, ",Scituate,Massachusetts,United States,DD.12.YYYY,,,,ISO-NE,,,,,0,N/A,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Shirley Police Station Technical Assistance Project (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,Shirley is considering energy resiliency measures for its police statoin. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative,1,43,-72,,"Resiliency, Microgrid Capability, ",Shirley,Massachusetts,United States,DD.12.YYYY,,,,ISO-NE,,,,,0,N/A,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Somerville Department of Public Works Technical Assistance,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"(1) Public Safety Building (2) Early Childhood Center (3) Department of Public Works. Somerville’s intended outcomes from technical assistance are: 1) A tested process for identifying, evaluating and prioritizing resiliency strategies with mitigation benefits, singly and in combination, as the City prepares to improve all of its critical buildings; 2) Readiness to apply to DOER for implementation project funding for the three critical pilot buildings as the next step in using these three buildings as test cases for increasing climate resilience in all Somerville buildings; and 3) A much clearer understanding of feasibility, scope and timing for implementing adaptation and mitigation strategies city-wide.Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative",1,42,-71,,"Resiliency, Microgrid Capability, ",Somerville,Massachusetts,United States,DD.12.YYYY,,,,ISO-NE,,,,,0,N/A,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Ensync Distributed Energy Management: Aquion ,Electro-chemical,Sodium-ion Battery,Sodium-ion Battery,Operational,"EnSync, Inc. (NYSE MKT: ESNC), dba EnSync Energy Systems, a leading developer of innovative energy management systems serving the commercial, industrial and multi-tenant building markets, announces the ongoing successful operation of a distributed energy project utilizing EnSync&#039;s energy management system integrated with solar PV and Aquion Energy&#039;s Aqueous Hybrid Ion (AHI™) batteries to power an agricultural installation at Mari&#039;s Garden in Mililani, Hawaii. Continually operating for more than four months, EnSync&#039;s technology is providing power for water pumps critical to supporting 24/7 hydroponics and aquaponics fishery operations.",25,21,-158,,"Renewables Energy Time Shift, ",Mililani,Hawaii,United States,DD.01.YYYY,,,,N/A,,,,Nidon,0,N/A,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Juicebox Energy-Rising Sun Solar- Maui ,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"JuiceBox Energy, a privately-held –Silicon Valley company committed to providing safe, reliable, intelligent, and connected energy storage, announces the first Hawaii installation of its 8.6 kWh Energy Storage System with Rising Sun Solar on the island of Maui. JuiceBox Energy partnered with Rising Sun Solar, one of Hawaii’s top home solar installers, to install the energy storage system at the home of Brad Albert, Rising Sun Solar’s co-owner. The JuiceBox Energy Storage System is an automotive-grade 8.6kWh lithium-ion battery pack with proprietary charge control and energy management system coupled to the Schneider Conext XW+ inverter, which is now listed and approved for use in Hawaii. The battery management and system controller is designed for safe, reliable, long lasting control of the lithium-ion cells. It delivers over 4000 cycles and comes with a 10-year warranty. It also has redundant protection mechanisms to prevent over voltage, over current, under voltage and over temperature conditions. The system is designed to support grid-tied, grid isolated in the event of grid failure, and off-grid configurations. Each configuration delivers years of dedicated peak shifting, back-up power, energy efficiency and enables participation in emerging transactive energy exchanges.",4,21,-156,,"Electric Bill Management, Electric Energy Time Shift, Resiliency, ",Maui,Hawaii,United States,DD.11.YYYY,,,,N/A,,,,,0,N/A,0,0,,,DD.00.YYYY 01:00:02,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Comed-Bronzeville-Demo,Electro-chemical,Flow Battery,Zinc Iron Flow Battery,Announced,"ComEd is building a microgrid in Bronzeville and just received federal funding for its next step: solar power and battery storage that could eventually keep the Chicago Police Department headquarters and other key buildings running during a mass power outage. Bronzeville was chosen as a starting point because it houses infrastructure that would be vital to keep running during a mass power outage, like medical centers and police headquarters.",1000,39.7817213,-89.65,,"Microgrid Capability, ",Springfield,Illinois,United States,DD.03.YYYY,,,,MISO,ComEd,,,,0,N/A,10400000,0,,,DD.19.YYYY 18:19:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Axion Power International-Sharon-12.5 MW ,Electro-chemical,Lead-acid Battery,Lead Carbon Battery,Announced,"Axion Power Internation has filed an interconnection application with PJM Interconnection for a site in Sharon, PA. Axion currently has a lease option agreement on the property and is seeking regulatory approval to deploy a 12.5 MW battery energy storage system to engage in the business of frequency regulation. The proposed project site is a former steel fabrication facility in Sharon, PA which is about 60 miles north of Pittsburgh and twenty minutes from the Axion technical center in New Castle, PA. The successful issuance of the interconnection agreement would allow Axion to participate in the PJM regulation market.  The application is currently moving through the PJM interconnection review process, and Axion is evaluating project financing options for this major commercial project.",12500,41.2331116,-80.49,,"Frequency Regulation, ",Sharon,Pennsylvania,United States,DD.03.YYYY,,,,PJM,,,,,0,NA,0,0,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
